MPN,Manufacturer,Category,Description,Thermal_Conductivity,Thickness,Width,Length,Price_THB
A17653-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7180 9x9 in,,,9 mm,9 mm,7631.19
40005030,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 3mm,,200 mm,,,7872.48
A17634-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3130 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,2362.82
A17653-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7140 9x9,,,9 mm,9 mm,5497.7
A16411-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products TPUTTY 506 20kg 5 GAL PAIL,,,,,155931.62
A17931-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B230FG 18x18IN,,,18 mm,18 mm,825.62
A17931-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B270FG 18x18IN,,,18 mm,18 mm,1446.8
A17931-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2100FG 18x18IN,,,18 mm,18 mm,1941.66
A17932-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B280FG 9x9IN,,,9 mm,9 mm,447.62
A17932-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2110FG 9x9IN,,,9 mm,9 mm,555.66
A17932-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2130FG 9x9IN,,,9 mm,9 mm,650.79
40002020,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 2mm,,200 mm,,,2654.19
40003020,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 2mm,,200 mm,,,4988.03
40003050,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 5mm,,200 mm,,,7625.84
A17932-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B240FG 9x9IN,,,9 mm,9 mm,247.28
A17932-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B270FG 9x9IN,,,9 mm,9 mm,391.55
A17932-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2170FG 9x9IN,,,9 mm,9 mm,849.56
A17932-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2180FG 9x9IN,,,9 mm,9 mm,874.76
A14938-00-W5,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 60 FG2 9x9"" 3W/mK XSoft",3 W/m-K,,9 mm,9 mm,2900.84
A17931-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2120FG 18x18IN,,,18 mm,18 mm,2225.79
A17931-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2140FG 18x18IN,,,18 mm,18 mm,2527.56
A17931-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2190FG 18x18IN,,,18 mm,18 mm,3374.6
A17653-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7150 9x9,,,9 mm,9 mm,5831.28
A17653-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7130 9x9 in,,,9 mm,9 mm,5654.57
A17690-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD790 DC1 9x9 IN,,,9 mm,9 mm,3905.37
A17752-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD93250 9x9,,,9 mm,9 mm,12130.02
A17931-04,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B240FG 18x18IN,,,18 mm,18 mm,921.06
A17931-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2180FG 18x18IN,,,18 mm,18 mm,3235.68
A17931-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2200FG 18x18IN,,,18 mm,18 mm,3497.13
A17932-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2160FG 9x9IN,,,9 mm,9 mm,809.55
A17932-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B230FG 9x9IN,,,9 mm,9 mm,218.61
A17932-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B260FG 9x9IN,,,9 mm,9 mm,347.76
A17932-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2100FG 9x9IN,,,9 mm,9 mm,520.7
A17932-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2120FG 9x9IN,,,9 mm,9 mm,602.6
A17931-08,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B280FG 18x18IN,,,18 mm,18 mm,1655.96
A17932-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B290FG 9x9IN,,,9 mm,9 mm,482.9
A17932-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2190FG 9x9IN,,,9 mm,9 mm,911.93
A12623-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 690 18x18"" 3.0W/mK gap filler",3.0 W/m-K,,18 mm,18 mm,15621.17
A16367-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex SF670 9"" x 9""",,,,,4000.19
A17653-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7190 9x9 in,,,9 mm,9 mm,8923.64
A17536-10,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7100 18x18,,,18 mm,18 mm,14622.3
A17634-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3150,DC1 9x9",,,9 mm,9 mm,2670.57
A17752-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD94250, 9x9",,,9 mm,9 mm,15261.75
A17634-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD390 DC1 9.00x9.00 in,,,9.00 mm,9.00 mm,1712.66
A17690-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7110 DC1 9x9 IN,,,9 mm,9 mm,4911.48
A17690-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7190 DC1 9x9 IN,,,9 mm,9 mm,9073.89
A17690-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD770,DC1 9x9",,,9 mm,9 mm,2701.13
A17653-07,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD770 9x9,,,9 mm,9 mm,2773.26
A17690-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD720,DC1 9x9I",,,9 mm,9 mm,6553.26
A17633-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3130 9x9,,,9 mm,9 mm,2150.19
A17690-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD7160 DC1 9x9 IN,,,9 mm,9 mm,7346.75
A17876-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD380TG 17.5x18IN,",,,17.5 mm,18 mm,10052.6
A12626-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6120,PC 9x9in",,,9 mm,9 mm,4728.47
40004020,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TGF Thrml Flr Pad 200mm x 400mm x 2mm,,200 mm,,,4980.47
A17931-09,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B290FG 18x18IN,,,18 mm,18 mm,1798.65
A17932-14,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2140FG 9x9IN,,,9 mm,9 mm,688.91
A17932-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2150FG 9x9IN,,,9 mm,9 mm,754.11
A15441-112,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tgon 805 KIT 1.000x1.000in,,,1.000 mm,1.000 mm,3111.57
A16887-112,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tgon 805 KIT 50.80x63.50mm,,63.50 mm,50.80 mm,63.50 mm,9198.0
A17931-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2130FG 18x18IN,,,18 mm,18 mm,2388.96
A17931-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2150FG 18x18IN,,,18 mm,18 mm,2760.66
A17931-16,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2160FG 18x18IN,,,18 mm,18 mm,2964.15
A17931-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2170FG 18x18IN,,,18 mm,18 mm,3114.09
A17932-05,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B250FG 9x9IN,,,9 mm,9 mm,291.38
A17932-20,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B2200FG 9x9IN,,,9 mm,9 mm,946.58
A12618-74,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 640,PC 9x9in",,,9 mm,9 mm,2750.9
A17931-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex B260FG 18x18IN,,,18 mm,18 mm,1289.93
A17156-06,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD360 18.00x18.00in,,,18.00 mm,18.00 mm,4134.38
A18330-17,Laird Technologies,Thermal Interface Products,Thermal Interface Products 4.25 127x76mm,,76 mm,127 mm,76 mm,5854.91
A18330-19,Laird Technologies,Thermal Interface Products,Thermal Interface Products 4.75 127x76mm,,76 mm,127 mm,76 mm,6580.35
A18330-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products 4.50 127x76mm,,76 mm,127 mm,76 mm,6253.38
GPVO-0.200-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.200"" Thickness, GAP PAD TGP 800VO/VO, IDH 2189145",,,,,3861.27
A17156-12,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD3120 18.00x18.00in,,,18.00 mm,18.00 mm,6895.35
A16344-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 6710 9"" x 9""",,,,,993.2
A16044-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 215T V0 18"" x 18""",,,,,1461.92
2190524,Bergquist Company,Thermal Interface Products,"Thermal Interface Products The Original Sil-Pad Material, Sil-Pad TSP 900 / Also Known as Sil-Pad 400",,,,,56246.4
A17880-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD380MTG 9x9IN,",,,9 mm,9 mm,2502.68
A15673-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 210T V0 DC1 9"" x 9""",,,,,434.39
A15641-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 208T V0 9"" x 9""",,,,,353.43
A15641-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 212T V0 9"" x 9""",,,,,413.28
A15641-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 220T V0 9"" x 9""",,,,,537.39
A17880-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3160MTG 9x9IN,",,,9 mm,9 mm,4511.75
GPVO-0.160-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, 8"" x 16"" Sheet, 0.160"" Thickness, GAP PAD TGP 800VO/VO, IDH 2165875",,,,,3551.94
A16339-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 678 18"" x 18'",,,,,3344.99
A16340-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 688 18"" X 18""",,,,,3251.75
A16345-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 6810 9"" x 9""",,,,,977.13
A16044-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 208T V0 18"" x 18""",,,,,1249.92
GP3500ULM-G-0.040-12-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Ultra-Low Modulus, 8""x16"" Sheet, 0.040"" Thickness, 2 Side Tack",,,,,3506.27
A15338-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3180 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1500.98
A14423-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6150 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,7438.1
A14417-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 690 DC1 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,4121.46
A10102-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2100 A1 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,8790.71
A10102-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 2100 A0 8x8"" 6 W/mK gap filler",6 W/m-K,,8 mm,8 mm,8046.36
A17880-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD350MTG 9x9IN,",,,9 mm,9 mm,1740.38
A17880-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3130MTG 9x9IN,",,,9 mm,9 mm,3751.97
A17880-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3190MTG 9x9IN,",,,9 mm,9 mm,5222.7
A15973-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 380TG 18x18"" 1.2W/mK",1.2 W/m-K,,18 mm,18 mm,2474.64
A15780-00,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 360H 18"" x 18""",,,,,2618.6
A10222-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli240 FG A1 16x16"" 6 W/mK gap filler",6 W/m-K,,16 mm,16 mm,14258.16
A16886-112,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tgon 805 KIT 14.27x17.45mm,,17.45 mm,14.27 mm,17.45 mm,3111.57
A15435-112,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tgon 805 KIT 12.70x19.05mm,,19.05 mm,12.70 mm,19.05 mm,4114.85
A17880-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD340MTG 9x9IN,",,,9 mm,9 mm,1475.78
2746268,Bergquist Company,Thermal Interface Products,"Thermal Interface Products The Original Sil-Pad Material, Sil-Pad TSP 900/Sil-Pad 400 Series",,,,,20.79
A17880-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD360MTG 9x9IN,",,,9 mm,9 mm,2016.63
A17880-17,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3170MTG 9x9IN,",,,9 mm,9 mm,4740.75
A17880-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3180MTG 9x9IN,",,,9 mm,9 mm,5000.94
A16017-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 2190V0 9"" x 9"" 1.1W/mK",1.1 W/m-K,,,,1413.41
A16344-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 678 9"" x 9""",,,,,904.68
A17880-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD390MTG 9x9IN,",,,9 mm,9 mm,2757.51
A18330-13,Laird Technologies,Thermal Interface Products,Thermal Interface Products 3.25 127x76mm,,76 mm,127 mm,76 mm,4501.67
A18330-15,Laird Technologies,Thermal Interface Products,Thermal Interface Products 3.75 127x76mm,,76 mm,127 mm,76 mm,5202.23
A15431-112,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tgon 805 KIT 26.67x39.62mm,,39.62 mm,26.67 mm,39.62 mm,3488.31
A14564-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 5100 9x9"" 2.8W/mK gap filler",2.8 W/m-K,,9 mm,9 mm,3388.77
A18330-11,Laird Technologies,Thermal Interface Products,Thermal Interface Products 2.75 127x76mm,,76 mm,127 mm,76 mm,3813.39
A17880-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD320MTG 9x9IN,",,,9 mm,9 mm,946.26
A15973-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 320TG 18x18"" 1.2W/mK",1.2 W/m-K,,18 mm,18 mm,2158.7
A16205-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6100,DC1 18x18in,",,,18 mm,18 mm,9861.39
A17880-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3120MTG 9x9IN,",,,9 mm,9 mm,3523.59
A17880-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3140MTG 9x9IN,",,,9 mm,9 mm,4014.68
A17880-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3100MTG 9x9IN,",,,9 mm,9 mm,3024.95
A17880-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3200MTG 9x9IN,",,,9 mm,9 mm,5480.69
A16017-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 2180V0 9"" x 9"" 1.1W/mK",1.1 W/m-K,,,,1325.21
A16339-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpcm 6710 18"" x 18""",,,,,3670.7
A15973-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 360TG 18"" x 18""",,,,,2526.62
A16044-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 212T V0 18"" x 18""",,,,,1467.27
A10092-155,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tpli 210FG,A0,PC 8"" x 8""",,,,,3264.35
GP1000SF-0.020-02-00-52,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 0.020"" Thickness, TGP1100SF/1000SF",,,,,20.48
A17880-11,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3110MTG 9x9IN,",,,9 mm,9 mm,3258.68
A17880-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3150MTG 9x9IN,",,,9 mm,9 mm,4250.93
A16044-00,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 210T V0 18x18"" 1.5W/Mk",1.5 W/m-K,,18 mm,18 mm,1368.05
A15641-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 215T V0 9"" x 9""",,,,,463.05
A16044-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 220T V0 18"" x 18""",,,,,1708.25
A15429-005,Laird Technologies,Thermal Interface Products,"Thermal Interface Products KIT, TGARD K52 1K PC 0505,A0 TO247",,,,,5792.22
A12627-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6130 18x18in,",,,18 mm,18 mm,21944.48
A12633-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6190 18x18in,",,,18 mm,18 mm,34700.09
A12634-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6200 18x18in,",,,18 mm,18 mm,33854.94
A15421-23,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 5000,A0 12"" x 65m",,,,,100149.53
A10238-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 90 FG2 9x9"" 3W/mK XSoft",3 W/m-K,,9 mm,9 mm,7731.36
A17879-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD340MTG 17.5x18IN,",,,17.5 mm,18 mm,5453.6
A17879-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD370MTG 17.5x18IN,",,,17.5 mm,18 mm,8344.98
A17879-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD380MTG 17.5x18IN,",,,17.5 mm,18 mm,9252.81
A17879-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3120MTG 17.5x18IN,",,,17.5 mm,18 mm,13135.82
A15973-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 3140TG 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,1753.61
A15973-08,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 380TG 9x9"" 1.2W/mK",1.2 W/m-K,,9 mm,9 mm,947.52
A17879-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD360MTG 17.5x18IN,",,,17.5 mm,18 mm,7404.39
A15036106,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TO-3,2 PIN Insulator H.093 T-pcm AL52-A1",,,,,18.9
SPK4-0.006-AC-58,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 0.006"" Thickness, 1 Side Adhesive, SIL PAD TSPK900/K-4, K4AC-58",,,,,28.35
404035025,Wurth Elektronik,Thermal Interface Products,Thermal Interface Products WE-TINS Thml Ind Pad 288 x 300mm x 0.25mm,,300 mm,288 mm,300 mm,6896.3
A17879-14,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3140MTG 17.5x18IN,",,,17.5 mm,18 mm,14918.72
A17879-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3180MTG 17.5x18IN,",,,17.5 mm,18 mm,18818.73
A17879-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD390MTG 17.5x18IN,",,,17.5 mm,18 mm,10172.61
A12628-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6140 18x18in,",,,18 mm,18 mm,23670.05
A12632-18,Laird Technologies,Thermal Interface Products,Thermal Interface Products TFLEX 6180,,,,,30483.81
A10234-31,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 502 50 FG2 9x9"" 3W/mK XSoft",3 W/m-K,,9 mm,9 mm,4754.61
A12628-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6140 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,6785.1
GP2202SF-0.045-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.045"" Thickness, 1 Side Tack",,,,,7058.21
GP2202SF-0.080-01-0918,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 9""x18"" Sheet, 0.080"" Thickness, 1 Side Tack",,,,,9837.14
A12627-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6130 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,6381.9
A17879-05,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD350MTG 17.5x18IN,",,,17.5 mm,18 mm,6389.46
A17879-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3100MTG 17.5x18IN,",,,17.5 mm,18 mm,11159.82
A17879-13,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3130MTG 17.5x18IN,",,,17.5 mm,18 mm,14122.4
A12633-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6190 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,8699.99
A17879-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3160MTG 17.5x18IN,",,,17.5 mm,18 mm,16867.94
A17879-15,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD3150MTG 17.5x18IN,",,,17.5 mm,18 mm,15893.33
GP1000SF-0.125-02-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Sil-Free, 8""x16"" Sheet, 0.125"" Thickness, TGP1100SF/1000SF",,,,,6033.51
A12632-04,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6180 9x9"" 3.0W/mK gap filler",3.0 W/m-K,,9 mm,9 mm,8689.59
A17751-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD90750 18x18IN,",,,18 mm,18 mm,9943.92
A12625-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6110 18x18in,",,,18 mm,18 mm,18825.66
A16872-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tputty 403 Cartridge 75cc,Cartridge",,,,,2638.76
GPA3000-0.060-01-0816,Bergquist Company,Thermal Interface Products,"Thermal Interface Products GAP PAD, Conductive, Reinforced, 8""x16"" Sheet, 0.060"" Thickness, 1 Side Tack",,,,,6187.55
A16205-01,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR610FG,DC1 18x18in,",,,18 mm,18 mm,4318.65
A14420-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6120,DC1 18x18in,",,,18 mm,18 mm,20480.99
A14428-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6200,DC1 18x18in,",,,18 mm,18 mm,36831.06
A18376-10,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST,BSR-C, 2.00mm 305x305mm 2 side paper",,2.00 mm,305 mm,305 mm,15315.3
A18376-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST, BSR-C, 2.50mm 305x305mm 2 side paper",,2.50 mm,305 mm,305 mm,18722.66
A18376-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products ST, BSR-C, 3.50mm 305x305mm 2 side paper",,3.50 mm,305 mm,305 mm,25498.62
A18547-12,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,3.00,DC1 18x18IN,",,,18 mm,18 mm,50856.75
A18547-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.00,DC1 18x18IN,",,,18 mm,18 mm,65909.34
A18547-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,4.50,DC1 18x18IN,",,,18 mm,18 mm,73437.53
A18548-09,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,2.25,DC1 9x9IN,",,,9 mm,9 mm,9759.65
A18548-20,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7.5,5.00,DC1 9x9IN,",,,9 mm,9 mm,19528.11
PPK10-0.006-00-1212,Bergquist Company,Thermal Interface Products,"Thermal Interface Products Insulator, 12""x12"" Sheet, 0.006"" Thickness, Sil-Pad TSPPPK1300/Poly-Pad K-10",,,,,4089.02
A18477-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD770,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,10591.56
A18477-16,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HD7160,PI  18.0x18.0in,",,,18.0 mm,18.0 mm,27178.83
A17752-03,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex HD90750 9x9IN,,,9 mm,9 mm,2786.49
A12631-18,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6170 18x18in,",,,18 mm,18 mm,28786.59
A15421-26,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tgard 5000,A1 11.75"" x 30m",,,,,78898.68
A15792-19,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR6190 18x18in,",,,18 mm,18 mm,18615.87
A16205-03,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR630,DC1 18x18in,",,,18 mm,18 mm,3942.86
A16205-06,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX HR660,DC1",,,,,6815.34
A16205-07,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex HR670,DC1 18x18in,",,,18 mm,18 mm,7707.74
A17819-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products TFLEX HD90500,DC1",,,,,7921.31
A14427-02,Laird Technologies,Thermal Interface Products,"Thermal Interface Products Tflex 6190,DC1 18x18in,",,,18 mm,18 mm,32362.16
A14568-02,Laird Technologies,Thermal Interface Products,Thermal Interface Products Tflex 5140 18x18in,,,18 mm,18 mm,16193.21
